word1,word2,sim,dir,inv
ткань,фабрика,1.2,1,3
ткань,нитка,1.12,2,1
ткань,нитки,1.12,2,1
ткань,нить,1.12,2,1
ткач,ткань,2.0,2,2
тлен,прах,2.78,7,3
тлен,безысходность,2.0,2,2
тлен,пепел,2.0,3,2
тлен,смерть,2.0,2,3
тмин,приправа,2.0,2,2
товар,деньги,7.73,9,8
товар,купец,5.6,8,6
товар,магазин,4.81,6,5
товар,продукт,2.92,4,3
товар,продавец,2.86,5,3
товар,склад,2.86,5,3
товар,рынок,2.0,2,3
товар,прилавок,2.0,4,2
товар,покупка,1.33,7,1
товар,покупатель,1.25,4,1
товар,продажа,1.2,3,1
товар,оборот,1.2,1,3
товар,потребление,1.12,1,2
товар,ценник,1.12,2,1
товар,бартер,1.12,1,2
товарищ,друг,8.71,10,9
товарищ,приятель,2.92,3,4
товарищ,ссср,1.2,3,1
товарищ,ленин,1.2,3,1
товарищ,гусь,1.12,1,2
товарищ,помощь,1.12,1,2
товарищи,друзья,1.31,6,1
товарищи,ссср,1.2,3,1
товарняк,поезд,1.12,2,1
товары,магазин,2.0,5,2
товары,услуги,1.12,2,1
тождественность,идентичность,1.12,1,2
ток,электричество,9.59,12,25
ток,напряжение,7.0,7,7
ток,провод,5.78,6,7
ток,провода,3.67,4,7
ток,розетка,2.92,3,4
ток,трансформатор,2.92,3,4
ток,генератор,2.0,2,3
ток,электрик,2.0,2,4
ток,кот,2.0,2,2
ток,электроны,2.0,2,3
ток,вольт,1.29,1,5
ток,проводник,1.25,1,4
ток,ампер,1.25,4,1
ток,зерно,1.25,4,1
ток,энергия,1.12,2,1
ток,молния,1.12,2,1
ток,сопротивление,1.12,1,2
ток,тесла,1.12,2,1
ток,глухарь,1.12,1,2
ток,удар,1.12,2,1
токарь,станок,3.75,6,4
токарь,фрезеровщик,2.0,4,2
токио,япония,2.0,3,2
толерантность,терпимость,3.0,3,3
толкиен,эльфы,2.0,2,2
толпа,народ,6.55,9,7
толпа,люди,6.25,8,22
толпа,паника,2.86,3,5
толпа,массы,2.0,3,2
толпа,метро,2.0,2,4
толпа,стадо,2.0,8,2
толпа,митинг,2.0,6,2
толпа,сборище,1.29,1,5
толпа,рынок,1.12,1,2
толпа,давка,1.12,2,1
толстой,лев,6.0,6,6
толстой,мир,1.38,1,11
толстой,пушкин,1.12,1,2
толстой,роман,1.12,1,2
толстяк,жир,2.92,3,4
толстяк,обжора,2.0,2,2
толстяк,добряк,2.0,2,5
толстяк,жирдяй,1.12,2,1
толстяк,жиртрест,1.12,1,2
толстяк,пузо,1.12,2,1
толчок,унитаз,2.0,2,2
толчок,сортир,1.12,1,2
тольятти,ваз,1.12,2,1
том,энциклопедия,2.92,4,3
том,книга,2.0,2,5
том,часть,1.12,2,1
томагавк,индеец,1.12,2,1
томат,помидор,7.14,12,8
томат,сок,4.81,5,6
томат,кетчуп,2.67,13,3
томат,паста,2.0,4,2
томат,овощ,1.2,3,1
томаты,кетчуп,1.12,2,1
томск,омск,1.2,1,3
тон,звук,2.0,3,2
тон,обертон,2.0,2,4
тон,цвет,2.0,3,2
тон,голос,1.2,3,1
тон,высота,1.12,2,1
тоник,джин,2.0,2,2
тонна,вес,4.0,4,4
тонна,центнер,2.0,3,2
тонна,килограмм,2.0,2,2
тонна,слон,1.12,2,1
тонна,пуд,1.12,2,1
тоннель,свет,6.5,8,18
тоннель,метро,5.33,6,10
тоннель,тьма,2.0,2,2
тоннель,поезд,1.35,8,1
тоннель,шахта,1.12,2,1
тоннель,проход,1.12,2,1
топаз,изумруд,1.12,1,2
топаз,алмаз,1.12,2,1
топик,тема,2.0,3,2
топка,паровоз,2.0,3,2
топливо,бензин,6.23,7,11
топливо,керосин,4.81,5,6
топливо,нефть,4.0,4,4
топливо,горючее,3.0,3,3
топливо,ракета,2.78,3,7
топливо,двигатель,2.0,2,3
топливо,газ,2.0,3,2
топливо,солярка,2.0,2,4
топливо,мотор,1.2,1,3
топливо,дизель,1.2,1,3
топливо,заправка,1.2,1,3
топливо,энергия,1.12,2,1
топография,местность,1.2,1,3
тополь,пух,6.55,7,9
тополь,дерево,2.0,3,2
тополя,пух,1.12,2,1
топот,копыта,2.0,3,2
топот,слон,1.25,4,1
топь,болото,5.33,6,10
топь,трясина,2.81,3,6
топь,выпь,1.2,3,1
тор,бублик,4.0,4,4
тор,рот,2.0,2,2
тор,один,2.0,2,4
тор,молот,1.33,7,1
тор,скандинавия,1.12,1,2
торг,аукцион,1.12,2,1
торгаш,продавец,2.0,2,2
торги,биржа,1.2,1,3
торговля,рынок,4.55,8,5
торговля,продавец,1.12,2,1
торговля,розница,1.12,1,2
торговля,деньги,1.12,2,1
торжество,праздник,5.6,8,6
торжество,событие,1.12,1,2
тормоз,газ,7.5,10,8
тормоз,педаль,4.81,5,6
тормоз,сцепление,2.92,4,3
тормоз,ручник,1.2,3,1
тормоз,эстония,1.12,1,2
торнадо,смерч,1.31,1,6
торнадо,ураган,1.12,1,2
торрент,фильм,2.0,2,3
торрент,трекер,2.0,2,2
торс,тело,2.0,2,4
торт,праздник,5.33,6,10
торт,крем,5.0,14,6
торт,сладость,4.81,6,5
торт,наполеон,3.67,4,7
торт,пирог,2.81,3,6
торт,свечи,2.0,7,2
торт,вкусняшка,2.0,2,2
торт,чай,2.0,2,2
торт,пирожное,2.0,4,2
торт,киев,1.25,1,4
торт,свечка,1.2,3,1
торт,сладости,1.2,1,3
торт,сладкое,1.12,2,1
торт,свечки,1.12,2,1
торт,выпечка,1.12,1,2
торт,розочки,1.12,2,1
тортилла,черепаха,1.2,1,3
торф,болото,2.0,2,4
торч,нарик,1.12,1,2
торч,наркоман,1.12,2,1
торшер,лампа,3.6,8,4
торшер,абажур,3.0,3,3
торшер,свет,3.0,3,3
торшер,бра,2.0,6,2
торшер,светильник,2.0,4,2
торшер,люстра,1.2,3,1
тоска,грусть,17.6,20,28
тоска,печаль,12.17,14,21
тоска,скука,5.68,7,17
тоска,уныние,3.75,6,4
тоска,одиночество,2.78,3,7
тоска,доска,1.25,4,1
тоска,разлука,1.2,1,3
тоска,лень,1.12,1,2
тоталитаризм,путин,1.12,2,1
тотем,табу,2.0,2,2
тоторо,миядзаки,2.0,2,3
тоторо,дерево,1.2,3,1
тоторо,аниме,1.12,2,1
тоторо,лес,1.12,2,1
точилка,карандаш,3.75,4,6
точка,запятая,4.7,21,6
точка,опора,4.67,7,5
точка,тире,4.45,5,9
точка,линия,4.0,4,4
точка,плоскость,3.75,6,4
точка,отрезок,3.0,3,3
точка,знак,3.0,3,3
точка,прямая,2.92,3,4
точка,конец,2.75,8,3
точка,место,2.0,2,3
точка,центр,1.29,1,5
точка,пункт,1.2,1,3
точка,начало,1.12,2,1
точка,пунктуация,1.12,1,2
точка,вектор,1.12,2,1
точка,символ,1.12,2,1
точки,запятая,1.12,2,1
точность,пунктуальность,2.0,4,2
точность,меткость,1.29,5,1
точность,математика,1.2,1,3
точность,ясность,1.2,1,3
точность,наука,1.12,1,2
тошнота,рвота,2.0,5,2
тошнота,беременность,2.0,2,2
тошнота,отравление,1.12,1,2
тп,эллочка-людоедка,1.12,1,2
трава,зелень,16.5,34,20
трава,газон,15.63,16,17
трава,роса,9.69,10,11
трава,земля,7.5,8,10
трава,луг,7.43,9,18
трава,сено,7.31,11,8
трава,поле,6.38,10,7
трава,двор,5.0,5,5
трава,корова,5.0,5,5
трава,дрова,4.31,5,11
трава,коса,3.86,4,5
трава,кузнечик,3.75,4,6
трава,газонокосилка,3.75,4,6
трава,лето,3.6,8,4
трава,марихуана,3.55,9,4
трава,мурава,3.5,10,4
трава,полынь,3.43,4,12
трава,сорняк,3.0,3,3
трава,трын,2.92,4,3
трава,косяк,2.86,3,5
трава,осока,2.86,5,3
трава,конопля,2.81,6,3
трава,дерево,2.0,2,2
трава,лужайка,2.0,2,2
трава,пустырник,2.0,2,3
трава,план,2.0,2,7
трава,подорожник,2.0,2,4
трава,гашиш,2.0,2,4
трава,листья,2.0,4,2
трава,степь,2.0,2,4
трава,пырей,2.0,2,2
трава,земляне,2.0,3,2
трава,футбол,2.0,2,2
трава,пикник,2.0,2,2
трава,растения,2.0,3,2
трава,чай,2.0,2,3
трава,цветы,1.38,10,1
трава,дурман,1.35,1,8
трава,растение,1.31,1,6
трава,дом,1.31,6,1
трава,зверобой,1.29,1,5
трава,салат,1.25,1,4
трава,дурь,1.25,4,1
трава,лес,1.2,1,3
трава,луга,1.2,1,3
трава,ковыль,1.2,1,3
трава,базилик,1.2,1,3
трава,шалфей,1.2,1,3
трава,завтрак,1.2,1,3
трава,поляна,1.2,3,1
трава,укроп,1.2,3,1
трава,чабрец,1.2,1,3
трава,холм,1.12,1,2
трава,стебель,1.12,2,1
трава,огород,1.12,1,2
трава,кашка,1.12,1,2
трава,заросли,1.12,1,2
трава,ветер,1.12,2,1
трава,кузнечики,1.12,1,2
трава,ручей,1.12,2,1
трава,молоко,1.12,1,2
трава,коровы,1.12,1,2
трава,деревья,1.12,1,2
трава,мята,1.12,2,1
трава,настой,1.12,1,2
трава,лебеда,1.12,2,1
трава,шелест,1.12,1,2
трава,шмаль,1.12,2,1
трава,парк,1.12,2,1
трава,чертополох,1.12,1,2
трава,аромат,1.12,2,1
трава,щавель,1.12,1,2
трава,тысячелистник,1.12,1,2
трава,петрушка,1.12,1,2
трава,поросль,1.12,1,2
трава,почва,1.12,1,2
трава,звёзды,1.12,1,2
трава,сорняки,1.12,1,2
травинка,былинка,1.2,1,3
травка,дурь,1.2,1,3
травка,марихуана,1.12,2,1
травма,боль,3.75,4,6
травма,ушиб,2.0,4,2
травма,рана,2.0,2,2
травма,перелом,1.29,5,1
травма,гипс,1.2,3,1
травма,удар,1.12,1,2
травма,царапина,1.12,1,2
травмпункт,перелом,1.2,3,1
травы,аптека,1.12,2,1
травы,разнотравье,1.12,2,1
трагедия,комедия,3.75,6,4
трагедия,драма,1.2,1,3
трагедия,театр,1.12,2,1
траектория,полёт,1.36,9,1
траектория,движение,1.29,5,1
траектория,путь,1.12,2,1
траектория,маршрут,1.12,2,1
траектория,отклонение,1.12,1,2
траектория,линия,1.12,2,1
траектория,направление,1.12,1,2
траектория,парабола,1.12,2,1
траектория,ракета,1.12,2,1
трактор,поле,3.67,7,4
трактор,беларусь,2.92,4,3
трактор,танк,2.92,3,4
трактор,комбайн,2.0,2,2
трактор,колхоз,2.0,2,5
трактор,суровость,2.0,2,2
трактор,пашня,2.0,4,2
трактор,гусеница,1.2,3,1
трактор,борона,1.2,3,1
трактор,плуг,1.2,1,3
трактор,пшеница,1.2,1,3
трактор,посевная,1.12,1,2
трактор,техника,1.12,1,2
трактор,кировец,1.12,1,2
трактор,машина,1.12,1,2
трактор,сеялка,1.12,2,1
трактора,пашня,1.2,3,1
трамвай,кондуктор,2.86,5,3
трамвай,рельсы,2.64,16,3
трамвай,билет,2.0,2,2
трамвай,город,2.0,2,2
трамвай,троллейбус,1.33,7,1
трамвай,транспорт,1.31,1,6
трамвай,депо,1.2,1,3
трамплин,прыжок,2.0,2,5
транзистор,приемник,1.25,4,1
транс,гоа,1.12,1,2
транс,гипноз,1.12,2,1
транскрипция,перевод,1.12,2,1
транспарант,лозунг,1.2,1,3
транспорт,автомобиль,3.86,5,4
транспорт,метро,3.0,3,3
транспорт,самолёт,3.0,3,3
транспорт,передвижение,2.92,4,3
транспорт,автобус,2.73,9,3
транспорт,машина,2.0,5,2
транспорт,троллейбус,2.0,2,2
транспорт,трамвай,1.31,6,1
транспорт,дорога,1.25,4,1
транспорт,движение,1.2,3,1
транспорт,гужевой,1.12,1,2
транспорт,грузовик,1.12,2,1
транспорт,маршрутка,1.12,2,1
транспортир,угол,3.86,4,5
транспортир,градус,2.0,2,2
транспортир,линейка,2.0,3,2
транспортир,дуга,1.12,1,2
трансформатор,ток,2.92,4,3
трансформатор,трансформер,2.0,2,2
трансформатор,обмотка,1.2,1,3
трансформатор,напряжение,1.12,2,1
трансформатор,электричество,1.12,2,1
трансформатор,генератор,1.12,2,1
трансформатор,тесла,1.12,2,1
трансформатор,жужжание,1.12,1,2
трансформация,изменение,2.0,3,2
трансформация,преобразование,1.2,3,1
трансформер,трансформатор,2.0,2,2
трансцендентность,бог,2.0,2,2
траншея,окоп,1.29,5,1
траншея,лопата,1.12,2,1
трап,самолёт,2.0,2,2
трап,борт,1.12,2,1
трапеза,еда,1.25,1,4
трасса,шоссе,2.92,3,4
трасса,дорога,2.71,3,10
трасса,скорость,2.0,3,2
трасса,путь,1.12,2,1
трасса,асфальт,1.12,2,1
трасса,автомобиль,1.12,1,2
трасса,автобан,1.12,1,2
трасса,автостоп,1.12,2,1
трасса,шестьдесят,1.12,2,1
трасса,гонки,1.12,1,2
трата,покупка,1.12,1,2
траур,смерть,2.0,2,3
траур,похороны,1.2,1,3
траур,скорбь,1.12,1,2
траур,горе,1.12,1,2
трах,секс,4.81,6,5
трах,порно,1.12,1,2
трахея,гортань,1.12,1,2
тревога,опасность,3.0,3,3
тревога,сигнал,1.25,1,4
тревога,стресс,1.12,1,2
тревога,сирена,1.12,2,1
тревога,паника,1.12,2,1
трезвость,норма,1.12,2,1
трезвость,ясность,1.12,1,2
трезубец,нептун,2.86,3,5
трезубец,вилка,2.0,5,2
трейлер,фильм,1.12,2,1
трекер,торрент,2.0,2,2
трель,соловей,2.0,6,2
трель,звук,1.12,2,1
тренд,тенденция,2.0,2,2
тренд,бренд,1.12,1,2
тренд,мода,1.12,2,1
тренер,коуч,2.0,2,4
тренер,свисток,1.12,2,1
трение,сила,2.92,4,3
трение,скольжение,2.0,4,2
трение,физика,1.2,3,1
трение,качение,1.12,2,1
тренинг,коуч,1.12,2,1
тренировка,спорт,2.0,2,3
тренировка,пот,1.12,2,1
трепет,дрожь,1.12,2,1
треск,огонь,1.2,3,1
треск,треска,1.12,2,1
треск,шум,1.12,2,1
треска,печень,4.0,4,4
треска,рыба,1.33,7,1
треска,треск,1.12,1,2
третьяк,хоккей,1.2,3,1
третьяковка,галерея,2.0,3,2
треуголка,шапка,2.0,2,2
треуголка,шляпа,1.2,3,1
треуголка,наполеон,1.2,3,1
треугольник,геометрия,4.55,5,8
треугольник,угол,2.92,4,3
треугольник,квадрат,2.86,3,5
треугольник,круг,2.0,5,2
треугольник,катет,2.0,2,5
треугольник,пифагор,2.0,2,4
треугольник,прямоугольник,2.0,2,2
треугольник,фигура,1.25,4,1
треугольник,теорема,1.2,3,1
треугольник,гипотенуза,1.12,1,2
треугольник,медиана,1.12,1,2
треугольник,тригонометрия,1.12,1,2
треугольник,биссектриса,1.12,2,1
трефы,масть,1.12,2,1
треш,угар,1.2,3,1
треш,жесть,1.12,2,1
трещина,щель,1.2,3,1
три,четыре,3.0,3,3
три,два,1.41,1,15
три,богатыри,1.12,1,2
трибуна,оратор,1.12,2,1
тригонометрия,геометрия,2.0,2,2
тригонометрия,треугольник,1.12,2,1
триколор,флаг,1.25,1,4
триколор,россия,1.12,1,2
трио,дуэт,4.0,4,4
трио,квартет,1.2,3,1
трип,путешествие,2.92,3,4
трип,лсд,2.0,3,2
триумф,арка,2.0,2,2
триумф,победа,2.0,4,2
трицепс,бицепс,3.67,4,7
тройка,сани,3.0,3,3
тройка,лошади,2.0,6,2
тройка,лошадь,2.0,3,2
тройка,бубенцы,1.31,6,1
тройка,кони,1.25,4,1
тройка,упряжка,1.12,2,1
тройка,удаль,1.12,2,1
тройка,костюм,1.12,1,2
тройка,птица,1.12,1,2
тройка,русь,1.12,2,1
троллейбус,автобус,2.92,3,4
троллейбус,транспорт,2.0,2,2
троллейбус,трамвай,1.33,1,7
троллейбус,электричество,1.25,4,1
троллейбус,маршрут,1.12,1,2
тролли,гоблины,1.12,1,2
тролль,эльф,1.12,1,2
тромбон,труба,1.2,3,1
тромбон,инструмент,1.12,1,2
тромбоциты,кровь,1.12,2,1
трон,царь,3.75,6,4
трон,король,1.29,1,5
трон,престол,1.2,1,3
трон,монарх,1.12,2,1
трон,скипетр,1.12,2,1
трон,стул,1.12,1,2
тропа,дорога,4.81,5,6
тропа,путь,2.81,3,6
тропа,лес,1.43,19,1
тропа,дорожка,1.2,1,3
тропа,тропинка,1.12,1,2
тропа,путник,1.12,2,1
тропа,горы,1.12,1,2
тропики,жара,2.86,5,3
тропики,джунгли,2.0,3,2
тропики,влажность,2.0,2,4
тропики,тепло,1.2,3,1
тропики,климат,1.2,1,3
тропики,экватор,1.2,3,1
тропинка,лес,2.73,9,3
тропинка,путь,2.0,3,2
тропинка,дорожка,1.29,1,5
тропинка,тропа,1.12,2,1
тропы,лес,1.12,2,1
трос,канат,4.38,10,5
трос,лифт,2.92,3,4
трос,верёвка,2.0,3,2
трос,буксир,1.25,4,1
трос,груз,1.12,1,2
трос,корабль,1.12,2,1
трос,кран,1.12,1,2
трос,натяжение,1.12,1,2
тростник,сахар,7.73,8,9
тростник,панда,1.2,3,1
трость,хромота,3.0,3,3
трость,палка,2.0,5,2
трость,старость,1.12,2,1
тросы,канаты,2.0,2,2
тротил,эквивалент,1.12,2,1
тротил,бомба,1.12,1,2
тротуар,пешеход,2.92,4,3
тротуар,плитка,1.12,1,2
тротуар,дорога,1.12,1,2
тротуар,мостовая,1.12,1,2
троцкий,ледоруб,2.0,2,2
троя,елена,1.2,3,1
трубач,труба,2.86,5,3
трубач,саксофонист,1.12,1,2
трубач,армстронг,1.12,2,1
трубка,табак,3.67,7,4
трубка,сталин,2.0,2,4
трубка,телефон,2.0,2,9
трубка,дым,2.0,4,2
трубка,катетер,1.2,1,3
трубка,гашиш,1.12,2,1
трубка,мундштук,1.12,1,2
трубка,кальян,1.12,1,2
трубочист,сажа,1.29,1,5
трубочист,труба,1.25,1,4
трубочка,коктейль,2.0,2,3
трубочка,пирожное,1.2,3,1
трубочка,сок,1.12,1,2
трубы,завод,2.0,2,2
трубы,медь,1.2,3,1
трубы,пароход,1.12,1,2
трубы,орган,1.12,1,2
трубы,водопровод,1.12,2,1
трубы,огонь,1.12,1,2
труд,работа,12.0,14,22
труд,май,6.54,35,9
труд,мир,6.5,8,18
труд,терпение,4.25,5,12
труд,упорство,2.75,3,8
труд,рабство,2.0,3,2
труд,усердие,2.0,2,3
труд,человек,2.0,3,2
труд,обезьяна,1.38,11,1
труд,оплата,1.25,1,4
труд,газета,1.25,4,1
труд,усилие,1.25,1,4
труд,лень,1.25,4,1
труд,рабочий,1.2,1,3
труд,усталость,1.2,3,1
труд,вознаграждение,1.2,3,1
труд,жизнь,1.12,1,2
труд,пруд,1.12,2,1
труд,рыбка,1.12,2,1
труд,дело,1.12,1,2
труд,тяжесть,1.12,2,1
трудяга,работник,2.0,2,2
труженик,рабочий,1.12,2,1
труженик,поле,1.12,2,1
труп,морг,7.73,9,8
труп,тело,7.0,7,7
труп,мертвец,4.81,5,6
труп,смерть,3.67,7,4
труп,убийство,2.81,6,3
труп,вонь,2.0,2,3
труп,мясо,2.0,2,3
труп,разложение,2.0,2,11
труп,мавзолей,1.33,1,7
труп,могила,1.29,1,5
труп,зомби,1.25,4,1
труп,гниение,1.2,1,3
труп,пакет,1.12,2,1
труп,покойник,1.12,1,2
труп,жмурик,1.12,2,1
труп,кладбище,1.12,1,2
трус,балбес,2.92,4,3
трус,заяц,2.0,2,7
трус,страх,1.2,3,1
трус,вицин,1.2,1,3
трусики,танго,2.0,3,2
трусики,девочка,1.12,2,1
трусость,храбрость,2.0,2,5
трусость,страх,1.25,4,1
трусость,смелость,1.25,1,4
трусца,бег,2.78,3,7
трусы,бельё,5.0,6,14
трусы,резинка,4.81,6,5
трусы,носки,4.0,4,4
трусы,плавки,4.0,4,4
трусы,стринги,2.75,8,3
трусы,одежда,2.0,2,5
трусы,семейники,2.0,3,2
трусы,майка,1.25,4,1
трусы,часы,1.2,1,3
трусы,лифчик,1.2,3,1
трусы,брюки,1.12,1,2
трусы,парашют,1.12,1,2
трусы,панталоны,1.12,2,1
трущобы,миллионер,1.12,2,1
трын,трава,2.92,3,4
трэш,мусор,2.0,2,2
трэш,угар,1.25,4,1
трэш,жесть,1.12,1,2
трюк,фокус,3.0,3,3
трюфель,свинья,1.25,4,1
тряпка,уборка,3.67,4,7
тряпка,швабра,3.67,4,7
тряпка,пол,3.5,10,4
тряпка,ветошь,2.0,3,2
тряпка,доска,2.0,2,4
тряпка,мел,2.0,2,5
тряпка,ведро,2.0,2,2
тряпка,пыль,1.36,1,9
тряпка,подстилка,1.12,2,1
тряпка,полотенце,1.12,2,1
тряпьё,шмотки,1.12,1,2
тряпьё,лохмотья,1.12,1,2
трёп,болтовня,2.0,6,2
трёп,разговор,2.0,2,2
туалет,сортир,2.75,3,8
туалет,унитаз,2.68,12,3
туалет,бумага,2.68,3,12
туалет,моча,2.0,2,2
туалет,говно,1.29,1,5
туалет,облегчение,1.29,1,5
туалет,газета,1.25,1,4
туалет,хлорка,1.2,1,3
туалет,макдоналдс,1.12,1,2
туалет,писсуар,1.12,2,1
туалет,ванна,1.12,1,2
туберкулез,кашель,1.12,1,2
туберкулез,диспансер,1.12,2,1
тубус,труба,1.12,1,2
тубус,чертёж,1.12,1,2
туз,карта,5.0,5,5
туз,покер,2.92,3,4
туз,валет,2.81,6,3
туз,карты,2.0,5,2
туз,дама,2.0,3,2
туз,очко,2.0,2,2
туз,козырь,1.25,1,4
туз,ас,1.12,2,1
тузик,бобик,2.92,3,4
тузик,шарик,2.0,2,4
тузик,грелка,1.25,4,1
тула,пряник,6.75,7,8
тула,самовар,2.86,5,3
тула,пряники,1.12,1,2
тула,ружьё,1.12,2,1
туловище,тело,4.25,5,12
туловище,живот,2.0,2,2
туловище,голова,2.0,2,6
тулуп,тепло,1.2,3,1
тулуп,заяц,1.2,3,1
тулуп,шуба,1.12,2,1
тулуп,зима,1.12,2,1
туман,ёжик,7.73,9,8
туман,утро,6.0,6,6
туман,дым,5.78,7,6
туман,роса,3.67,7,4
туман,испарение,2.0,2,2
туман,лондон,2.0,3,2
туман,рассвет,2.0,2,3
туман,смог,2.0,2,5
туман,мгла,2.0,2,12
туман,сырость,1.29,1,5
туман,пелена,1.25,1,4
туман,дымка,1.2,3,1
туман,видимость,1.2,3,1
туман,влага,1.2,3,1
туман,река,1.2,3,1
туман,ёжики,1.12,1,2
туман,невидимка,1.12,1,2
туман,облачность,1.12,2,1
туман,лошадь,1.12,2,1
туман,облако,1.12,1,2
туман,мрак,1.12,2,1
туманность,андромеда,4.0,4,4
туманность,космос,2.0,2,3
туманность,звёзды,1.12,2,1
тумбочка,дневальный,2.0,2,2
тумбочка,кровать,1.31,6,1
тумбочка,комод,1.12,2,1
тунгуска,метеорит,1.12,2,1
тундра,тайга,1.2,3,1
тунец,рыба,2.0,2,3
тупак,тупик,1.12,1,2
тупик,конец,2.0,2,5
тупик,безысходность,1.38,1,10
тупик,кирпич,1.29,5,1
тупик,улица,1.2,3,1
тупик,безвыходность,1.2,1,3
тупик,знак,1.2,3,1
тупик,лабиринт,1.12,2,1
тупик,предел,1.12,1,2
тупик,тупак,1.12,2,1
туполев,самолёт,3.0,3,3
тупость,глупость,6.11,7,12
тупость,идиотизм,2.86,5,3
тупость,ум,1.2,3,1
тупость,острота,1.12,2,1
тупость,непонимание,1.12,2,1
тупость,баран,1.12,1,2
тупость,необразованность,1.12,1,2
тупость,слабоумие,1.12,2,1
тур,путешествие,1.12,1,2
тура,ладья,1.12,2,1
тура,шахматы,1.12,2,1
турбины,самолёт,2.0,2,2
турбины,двигатель,1.2,3,1
турбулентность,самолёт,3.0,3,3
турбулентность,поток,1.2,3,1
тургенев,ася,1.12,2,1
туризм,путешествие,2.0,3,2
туризм,отдых,2.0,3,2
туризм,палатки,1.2,1,3
туризм,горы,1.12,2,1
турист,рюкзак,3.67,4,7
турист,путешествие,2.0,2,5
турист,иностранец,1.12,1,2
турист,палатка,1.12,1,2
турка,кофе,1.12,1,2
турник,перекладина,2.0,2,3
турник,спорт,1.12,1,2
турникет,метро,3.0,3,3
турция,отдых,1.25,1,4
турция,египет,1.12,1,2
тусовка,клуб,2.71,10,3
тусовка,пати,2.0,2,3
тусовка,дискотека,1.2,3,1
тусовка,молодёжь,1.2,3,1
тутанхамон,фараон,1.25,1,4
тутовник,шелкопряд,1.12,2,1
туфелька,золушка,6.75,7,8
туфелька,инфузория,1.35,1,8
туфли,каблук,4.0,4,4
туфли,обувь,2.86,3,5
туфли,каблуки,2.0,2,3
туфли,ботинки,1.12,2,1
туфли,ножки,1.12,1,2
туфля,каблук,1.2,3,1
тухманов,композитор,1.12,2,1
туча,дождь,5.07,13,6
туча,гром,2.86,5,3
туча,небо,2.86,3,5
туча,молния,2.0,3,2
туча,гроза,2.0,4,2
туча,облако,1.36,1,9
туча,облака,1.12,1,2
тучи,дождь,4.31,11,5
тучи,облака,4.08,5,16
тучи,гроза,2.0,2,3
тучи,небо,2.0,2,11
тучи,молния,1.12,1,2
тучи,гром,1.12,2,1
тучи,облако,1.12,1,2
тучи,воздух,1.12,1,2
тучи,мгла,1.12,1,2
тучка,облако,1.25,4,1
туша,тело,1.25,1,4
туша,мясо,1.2,3,1
тушь,ресницы,4.16,5,14
тушь,перо,2.92,4,3
тушь,чертёж,1.12,1,2
тушь,помада,1.12,2,1
тщеславие,гордость,1.2,3,1
тщеславие,ярмарка,1.12,2,1
тыква,золушка,5.6,8,6
тыква,хэллоуин,3.86,5,4
тыква,карета,3.86,5,4
тыква,дыня,3.0,3,3
тыква,семечки,2.0,3,2
тыква,овощ,2.0,2,4
тыква,хеллоуин,1.29,5,1
тыква,кабачок,1.25,4,1
тыква,бахча,1.2,1,3
тыква,голова,1.2,1,3
тыква,редька,1.12,1,2
тыква,репа,1.12,1,2
тыква,брюква,1.12,1,2
тыл,зад,2.0,4,2
тыл,фронт,2.0,3,2
тысяча,сотня,1.25,1,4
тысячелистник,трава,1.12,2,1
тычинка,пестик,5.0,6,14
тычинка,цветок,2.0,2,6
тычинка,пыльца,1.29,5,1
тычинки,пестики,2.0,5,2
тычинки,пыльца,1.2,3,1
тычинки,пестик,1.12,2,1
тьма,мрак,8.4,10,18
тьма,свет,6.86,10,54
тьма,мгла,3.86,5,4
тьма,ночь,2.63,17,3
тьма,ад,2.0,2,2
тьма,зло,2.0,3,2
тьма,тоннель,2.0,2,2
тьма,чернота,1.25,1,4
тьма,ужас,1.2,3,1
тьма,пустота,1.2,3,1
тьма,космос,1.2,1,3
тьма,темнота,1.2,1,3
тэц,труба,1.12,2,1
тюбик,космонавт,2.0,2,2
тюбик,паста,2.0,11,2
тюбик,крем,1.12,1,2
тюлень,олень,2.0,3,2
тюль,штора,2.0,2,2
тюль,шаль,1.12,1,2
тюльпан,роза,1.12,2,1
тюльпан,ирис,1.12,1,2
тюльпан,голландия,1.12,1,2
тюльпан,луковица,1.12,1,2
тюльпаны,голландия,2.0,2,2
тюльпаны,цветы,1.12,2,1
тюльпаны,весна,1.12,2,1
тюрьма,камера,6.0,6,6
тюрьма,клетка,6.0,6,6
тюрьма,решётка,5.28,27,7
тюрьма,узник,3.75,6,4
тюрьма,зек,2.78,3,7
тюрьма,заключение,2.73,9,3
тюрьма,наказание,2.0,2,5
тюрьма,закон,2.0,3,2
тюрьма,вор,2.0,2,13
тюрьма,заточение,2.0,2,4
тюрьма,срок,2.0,3,2
тюрьма,кресты,2.0,2,2
тюрьма,зона,2.0,5,2
тюрьма,преступление,2.0,2,7
тюрьма,заключенные,1.29,1,5
тюрьма,преступник,1.29,1,5
тюрьма,побег,1.25,1,4
тюрьма,неволя,1.25,1,4
тюрьма,казнь,1.25,4,1
тюрьма,каторга,1.2,1,3
тюрьма,острог,1.2,3,1
тюрьма,арест,1.2,1,3
тюрьма,сума,1.2,3,1
тюрьма,воля,1.2,3,1
тюрьма,надсмотрщик,1.12,1,2
